Id, Name, Grade_math, Grade_cs
1063,ic,-43.6,6.8
1064,bd,156.9,125.2
1065,mh,147.9,170.1
1066,mg,49.1,57.8
1067,dg,66.3,69.4
1068,be,22.8,157.7
1069,hh,-64.1,-59.7
1070,de,33.4,-69.3
1071,mb,15.2,-146.1
1072,jj,14.6,0.6
1073,kn,-60.2,37.5
1074,kn,107.7,-97.2
1075,hc,152.7,-7.5
1076,aa,25.3,36.1
1077,bi,-11.2,-142
1078,al,10.3,36
1079,nc,-20.6,-177.9
1080,da,-1.9,121
1081,ki,-87.7,36.1
1082,ce,-66.2,-110.3
1083,nk,-48.3,91.1
1084,am,132.3,152.9
1085,bb,-48,-5.3
1086,hk,-37.9,-24.5
1087,ig,2.9,-115.1
1088,bb,108.6,55.5
1089,nm,31.1,-28.2
1090,fm,1.7,66.6
1091,nl,-19.3,174.3
1092,dn,-1.1,15.9
1093,ih,-9.8,51.7
1094,id,153.6,41.4
1095,hd,1.5,76.7
1096,ag,147,129.3
1097,ea,102.5,76
1098,gl,-5.7,44.7
1099,kk,224.9,110.9
1100,ag,217.3,129.9
1101,jk,47.4,112.8
1102,he,66,-121.9
1103,cj,0.4,63.5
1104,eg,6.9,66.5
1105,lf,-36,95.2
1106,af,-11.2,119.7
1107,mh,-80.5,20
1108,mi,87.8,86.9
1109,ka,55.6,9.7
1110,mf,169.1,235.7
1111,nl,110.9,9
1112,kc,177.3,134.5
1113,ej,-102.1,45.3
1114,fn,138.4,91.5
1115,ml,96.8,129.6
1116,nn,-9.2,9.8
1117,bn,-60.2,40.3
1118,jd,-5.9,123.7
1119,ca,-9.6,74.8
1120,ck,51.8,-79.6
1121,ik,34.3,2.4
1122,hd,-1.9,17.9
1123,da,20.5,-4.5
1124,ef,24.1,39.8
1125,jb,4.1,-62
1126,mj,-2.7,196.3
1127,ea,278.3,326
1128,hl,20.2,99
1129,bj,107.2,83.1
1130,ea,-25.1,52.4
1131,id,-59,3.4
1132,dc,7.5,68.9
1133,he,12.5,45.3
1134,ka,-19.7,124.4
1135,ag,95.6,-15.4
1136,hh,-36.9,16.8
1137,ne,1.5,83.4
1138,ga,18.6,85.9
1139,el,-46.7,74.8
1140,fd,-3.8,40
1141,ne,106.6,-133.9
1142,na,81.2,-0.2
1143,al,153.1,120.6
1144,mf,161.6,54
1145,im,65.6,44.1
1146,ik,-17.9,142.7
1147,mm,4,19.9
1148,gk,19.1,70.9
1149,dj,-105.3,94.6
1150,gb,152.3,51.3
1151,im,136.8,98.8
1152,cl,48.1,55.8
1153,fe,0.3,-12.7
1154,ee,10.2,79.6
1155,jd,-6.6,-111.4
1156,ba,-86.7,30.3
1157,gi,-80.5,77
1158,bl,11.4,47.9
1159,bk,-4.1,94.9
1160,ld,36.4,20.2
1161,kh,60.7,66.7
1162,hg,-55.9,79.7
1163,bb,17.4,-116.7
1164,fa,13.8,65.4
1165,mh,184.9,106.3
1166,ng,21.4,-52.5
1167,hc,-76.7,22.8
1168,hl,-49.9,124.1
1169,ee,66.5,45
1170,kb,99.2,116.2
1171,ni,161.6,108
1172,dk,11.3,-22.1
1173,nn,-141.4,79
1174,ma,16.4,69.9
1175,hk,75.1,27.1
1176,da,101.7,-156.4
1177,lj,-72.7,141.7
1178,gg,-50.9,54.3
1179,ed,-8.2,73
1180,kj,-29.1,50.5
1181,di,104.8,-69.6
1182,kg,49.5,9.1
1183,ki,-25.7,52.8
1184,kb,-93.8,40.3
1185,gf,-17.7,7.2
1186,jk,79.2,52.4
1187,jg,62.1,37.1
1188,kf,1.4,27.2
1189,ae,87.8,9.5
1190,ge,4.5,-2.7
1191,mm,120.7,51.6
1192,jb,-0.5,80.3
1193,ag,-40.1,-51.4
1194,ee,-1.5,-97.6
1195,ei,12.6,-132
1196,km,-122.2,28.9
1197,gj,63.4,243.5
1198,ed,41.9,-47.7
1199,eb,-20.6,0.8
1200,jj,99.2,16.3
1201,hc,-0.1,-147.2
1202,lh,-6.4,64.9
1203,be,71,28.3
1204,nn,-1.3,-125.6
1205,fd,94.6,76.7
1206,hg,43.9,5.1
1207,ca,-47.6,70.6
1208,da,-20.1,77.2
1209,cc,219.2,166.6
1210,jd,-83.4,72.9
1211,ee,-2.7,0.8
1212,mi,-33.6,49.7
1213,kl,196.8,213.2
1214,ij,6.9,64.9
1215,fc,102.9,105.5
1216,mi,115.9,57
1217,if,16.8,13.9
1218,ik,95.9,-141.2
1219,in,-1.5,93.3
1220,dj,37.4,44.8
1221,ej,-89.6,-168.1
1222,hi,11.2,95.5
1223,de,1.5,106.8
1224,bg,21.5,-173.6
1225,eh,13.7,64.6
1226,kf,20.5,127.1
1227,bl,-5.8,30
1228,ce,-61.1,230.8
1229,gf,61.9,-201.2
1230,jg,-54.8,20.1
1231,gd,26,13.6
1232,aa,139.9,64.9
1233,hj,149.4,77.4
1234,me,-72.1,7.7
1235,in,-5.1,105.7
1236,jb,-32,5.2
1237,dn,87.2,103.7
1238,kh,-1.3,89.8
1239,gl,45.1,41.3
1240,lk,-4.5,12.3
1241,jb,-30.5,63.4
1242,bd,-38.9,38.9
1243,kh,43,14.6
1244,nd,-30.8,129.6
1245,bb,-60.1,125
1246,hb,-2,-20.4
1247,cg,-5.7,30
1248,bg,-35.8,199
1249,bi,50,75.7
1250,gh,-0.7,39.1
1251,ce,16.3,92.3
1252,an,-16.9,2.9
1253,hd,-1.6,-33.6
1254,dd,91.5,43.2
1255,ad,35.8,25.1
1256,da,-17.2,13.2
1257,hl,-9.3,78.9
1258,aj,-8.8,14.6
1259,cl,-5.8,24.8
1260,im,-98.1,90.5
1261,nm,25.4,-26.1
1262,fn,-1.6,53.8
1263,ib,28.5,54.9
1264,kb,-60.7,144.3
1265,hk,167.8,104.3
1266,kf,-33.5,-6.9
1267,hl,-3.4,92.1
1268,nb,56.3,-234.5
1269,ka,-21.6,-42
1270,ab,-71,-52.6
1271,df,-40.5,-43.4
1272,kd,48.1,-19.5
1273,ie,-21.3,33.1
1274,jj,59.4,43.5
1275,ij,13.2,94.3
1276,hf,16.8,22.2
1277,ai,82.9,153.3
1278,kd,-43.7,26.7
1279,hh,148.1,119.8
1280,en,-95.5,180.2
1281,hb,83.4,-154.6
1282,cb,-9.6,59.4
1283,bf,25.3,181.5
1284,la,-46.2,127.4
1285,aa,-27.2,49.1
1286,il,-188.7,106
1287,lf,149.7,194.9
1288,lb,54.7,-170.2
1289,hf,-20.2,-36.8
1290,mn,176.3,218.8
1291,fj,-64.6,60.7
1292,ai,297.7,142
1293,jk,41.5,95
1294,bb,29.4,94.1
1295,ki,82.8,43
1296,na,180,124.1
1297,hf,-23.4,-42
1298,fd,39.2,36.4
1299,la,59.6,-117.5
1300,ec,-5.9,19
1301,la,-6.9,73.8
1302,mn,-5.9,19.8
1303,ij,188.7,95.2
1304,cn,-1.4,93.5
1305,bl,-28.5,31.5
1306,gk,13.7,51
1307,id,57.3,64.4
1308,jb,-119.8,112.6
1309,ah,29.9,24.2
1310,dd,-35.1,111.7
1311,dj,27.7,82.9
1312,hj,64.9,22.4
1313,nj,82.5,86.8
1314,bn,18.3,76.5
1315,cm,35.6,9.7
1316,jm,72.3,80.4
1317,kc,55.3,43.6
1318,gd,82.5,65.7
1319,gc,-86.1,22.6
1320,da,169.4,9.6
1321,aj,47.5,119.7
1322,cd,7.9,-27.4
1323,hk,106.2,176.6
1324,fl,184.7,-44.4
1325,mc,74.4,268.4
1326,ka,102.6,221.4
1327,el,-101.1,37.6
1328,ha,-70.8,62.2
1329,ab,-82.5,256.6
1330,ff,7.3,100.7
1331,bi,-41.1,21.8
1332,bj,-57,29.1
1333,bl,-85.3,19.7
1334,fe,-104.2,86.2
1335,bb,48.6,286.7
1336,hl,167.1,53.3
1337,ml,40.4,33.4
1338,gj,55.5,28.1
1339,gm,99.1,-49.4
1340,nf,281.8,-51.4
1341,cf,49.8,42.4
1342,nf,134.4,146.4
1343,le,46.6,25.1
1344,kj,184.9,394
1345,le,50,66.1
1346,da,4.1,44.5
1347,gf,-23.9,36.5
1348,nh,-58.5,98
1349,hl,2.1,11
1350,bb,62,-23.8
1351,am,-76.9,-40.4
1352,mc,2,23.4
1353,mk,-55.8,228.1
1354,dk,-30.4,-95.2
1355,ei,-1.5,54.1
1356,bi,131.1,235
1357,ef,141.4,182.7
1358,mm,22.6,54.2
1359,mn,62.3,38.1
1360,ff,286.8,220.6
1361,bm,98.7,6.6
1362,ml,33.6,87.3
1363,aj,-21.8,74.1
1364,el,189.2,-59.9
1365,la,9.9,56.3
1366,gl,-131.7,-75
1367,dd,152.9,39.1
1368,mf,-2.3,6.3
1369,ek,-10.4,9.4
1370,lg,11,47.8
1371,ac,3.7,72.2
1372,la,93.8,176.3
1373,fk,266.9,80.8
1374,gc,-43.6,33.2
1375,gn,22.8,11.8
1376,if,14.2,36.7
1377,mh,20.9,7.6
1378,lk,6.1,107.7
1379,am,-70.1,30.1
1380,kb,26.7,15.6
1381,el,-52.1,111.8
1382,cc,313.8,-45.5
1383,ne,-21.6,10.3
1384,he,-207,49
1385,ac,204.9,99.8
1386,hl,-0.5,100.9
1387,gf,291.7,123.8
1388,jg,180,157.7
1389,mc,185.6,131.4
1390,bd,-86.1,-133
1391,hh,36.9,37
1392,ag,-125.5,-130.4
1393,kb,233.9,219.5
1394,jd,-48.5,32.1
1395,jj,102.2,98.4
1396,ni,56.5,53.8
1397,ec,-165.2,2.7
1398,ei,10.3,57.4
1399,hk,102.3,151.5
1400,fh,23.7,28.9
1401,jm,-5.9,-36.6
1402,cb,-36.7,16.9
1403,mb,15.1,71.4
1404,bf,164.8,-179.3
1405,ki,-11.8,-63.1
1406,la,-75.5,52.9
1407,lb,30.8,19.3
1408,am,59.6,93.4
1409,cn,-0.7,2.8
1410,gh,155.1,154.6
1411,mh,-61,40.6
1412,ne,36.5,-207.2
1413,lg,85.1,201
1414,ba,42.6,-59
1415,dj,53.5,-18.5
1416,ne,3.3,189.2
1417,mf,45,67.1
1418,aa,57.9,16
1419,ii,15.3,8.3
1420,nk,14.4,22.2
1421,hd,111.7,-24.9
1422,cf,97.1,134.2
1423,mf,122.3,24.9
1424,ll,22.2,-69.7
1425,ha,-86.8,67.6
1426,ek,206.6,319.1
1427,id,14.6,73.5
1428,gg,163.3,36.4
1429,ba,-297.7,111.7
1430,da,4,98.9
1431,ek,38.3,95.4
1432,km,10.3,-17.7
1433,hh,137,-28.2
1434,am,15.6,-64.9
1435,jm,-83.1,43.1
1436,cd,-53.8,-149
1437,hd,5.1,94.3
1438,nj,148.4,92.1
1439,ge,112.6,-22.7
1440,hi,64.9,43.1
1441,eh,187.4,169.1
1442,nf,0.5,155
1443,fd,62.8,43.8
1444,lg,-7.8,274.3
1445,dl,128.1,109.5
1446,mb,192.4,85.4
1447,fg,90.2,106.9
1448,ii,-10.2,70.7
1449,an,-74.6,77.4
1450,am,10.9,64.6
1451,ch,260.2,166.5
1452,ka,23.5,47.2
1453,fa,2.1,27.4
1454,be,-16.2,87.9
1455,jh,1.5,-115.8
1456,ba,-9.9,43.6
1457,hc,-23.1,282.8
1458,hb,-4.9,117.3
1459,hl,33.6,11.7
1460,fa,68.5,15.7
1461,lj,51.8,-105.6
1462,dh,123.8,24.9
1463,ag,41.6,101.9
1464,jl,58.2,84.5
1465,ib,6,27.8
1466,fb,1,60.5
1467,fd,-58.3,69
1468,em,1.6,86.5
1469,al,12.6,40.7
1470,ge,-13.9,150
1471,cl,26.6,88.1
1472,lf,153.5,117.7
1473,cn,205.8,174.8
1474,bd,-1.1,94.8
1475,fl,22.1,52.8
1476,ia,-12.5,65.2
1477,in,-29.1,31.2
1478,cm,78,86.6
1479,hm,-1.3,-41.4
1480,di,164.6,-97.8
1481,jg,39.4,6.9
1482,df,-12.9,98.8
1483,fj,1.2,7.8
1484,lm,70.3,6
1485,lh,-112.8,86.1
1486,ig,-2,6.9
1487,fh,-79.5,7.2
1488,gg,-16.7,54.7
1489,bc,17.7,97.7
1490,nc,-5.3,86.6
1491,ac,8.1,8.2
1492,bm,-34.6,-46.4
1493,fn,33,60.1
1494,ec,22.2,75.2
1495,ae,175.9,22.2
1496,ch,9.7,-148.6
1497,gm,7.2,51.8
1498,cd,-4.7,48.4
1499,ha,195.3,38.3
1500,ca,-211.6,25.4
1501,ka,-14.6,42.2
1502,ik,-20.9,89.6
1503,ej,47.8,88.6
1504,jm,-79.2,-96.8
1505,mb,73.8,53.9
1506,ab,-53.4,31.7
1507,ie,79.3,32.5
1508,bd,43.7,164.1
1509,db,14,128.2
1510,mg,29,66.7
1511,am,153.4,90.1
1512,cj,26.2,76.9
1513,fj,-61,35.8
1514,ie,-22.9,76.1
1515,he,117,154.2
1516,cm,-13.2,-25.2
1517,na,-9.9,45.7
1518,ln,-10.9,-31
1519,ha,-2,50.1
1520,ge,-80.3,-161.1
1521,ff,-24.6,279.8
1522,dh,187.8,164.3
1523,hh,-11.5,60.5
1524,lm,40.2,13.2
1525,fj,147.4,-0.7
1526,en,-84.3,98.4
1527,ii,5.5,33.6
1528,dk,-32.4,-183.5
1529,dk,-32.5,58.4
1530,jg,60.7,42.1
1531,bl,-25.6,-9.8
1532,mj,-174.5,71.1
1533,nl,-122,85.6
1534,na,-147.4,157.6
1535,hj,-59.2,156.8
1536,ia,47.1,-35.6
1537,ff,-32.9,44
1538,id,-2.8,95.5
1539,dn,-2.5,5.3
1540,cj,2.8,32.2
1541,ef,-17.7,60.9
1542,eb,201.3,17.5
1543,hf,26.2,-44.3
1544,nj,-60.5,191.9
1545,fb,131.7,6.4
1546,ae,32.7,-43.1
1547,im,46.5,-145.7
1548,ld,147.1,59.4
1549,jk,49.9,64
1550,bf,-93.8,-9.3
1551,gk,0.4,-136.6
1552,lc,1,4.9
1553,hd,135.5,185.6
1554,mg,117.5,147.5
1555,bm,6.9,-12.8
1556,kf,-98.9,-95.2
1557,cc,69.1,215.2
1558,fk,19.6,68.4
1559,eb,-0.8,21.2
1560,nm,57.7,-97.9
1561,ck,36,218
1562,nb,166.2,115.7
1563,fk,165.7,86
1564,im,132,127.3
1565,bg,-54.4,99.2
1566,hi,-0,49.3
1567,fm,5.9,-79.7
1568,lm,8.6,117
1569,ic,2.4,99.4
1570,mg,-26.4,43.5
1571,gh,81.3,0.6
1572,nd,30.5,58.5
1573,ck,105.7,48.3
1574,ka,91,84.9
1575,dm,-63.3,55.7
1576,lj,-107.6,-4.9
1577,fm,31.1,77.4
1578,ne,130.6,29.5
1579,ld,77.3,26
1580,jh,-12.5,47.6
1581,ec,174.5,69.9
1582,ga,64.2,25.8
1583,fa,-61.3,7.1
1584,fe,-22.1,66.5
1585,af,-30.5,-7.3
1586,hn,124.3,196
1587,hb,-12.6,78.2
1588,ci,-76.9,75.9
1589,kh,-101.3,68.4
1590,jb,24.8,3.8
1591,ei,12,6.1
1592,ij,-0,-117
1593,eb,-30.7,51.6
1594,jc,49,-26.3
1595,md,-12.2,0.8
1596,fm,39.1,125.2
1597,lc,-43.4,69.6
1598,jk,26.3,67.8
1599,fk,-33,75.2
1600,mc,155.7,26.8
1601,fb,136.6,2.4
1602,mj,170.4,169.6
1603,jc,191.1,49
1604,lb,-2.5,-146
1605,bk,0.3,86.2
1606,ec,76.8,74.5
1607,gh,-15.5,30.9
1608,hd,51.8,60.1
1609,ce,221.8,33.3
1610,ka,56.7,69.4
1611,le,-2.2,7.3
1612,bg,145,108.1
1613,lk,-4.6,26.6
1614,ec,-19.3,-11.5
1615,ea,222.5,-70.5
1616,ih,1.5,-52.5
1617,he,-42.8,67.3
1618,jk,-18,4.4
1619,mh,-42.6,44
1620,dc,85.9,167
1621,kf,-3.5,64.4
1622,hd,55,-176.3
1623,fb,220,104.8
1624,gk,-10.4,-136
1625,gb,7.3,50.5
1626,ma,-16.9,31.8
1627,jn,31.7,328
1628,lf,-1.2,40.3
1629,la,23.3,46.5
1630,ak,187.7,55.4
1631,kc,161.1,141.6
1632,ek,-4.5,62.7
1633,hl,-119.9,69.8
1634,md,-10.4,58.8
1635,lb,-129.8,13.3
1636,ki,113.6,222.4
1637,jh,-18.8,97.8
1638,ei,10.9,78.2
1639,lh,-6,50.2
1640,mj,1,58.1
1641,je,257.7,-24.6
1642,lm,-1.9,-33.9
1643,cf,142.2,60.4
1644,ka,0.1,-105.3
1645,nn,171.2,77.1
1646,ig,89.8,19.6
1647,cc,273.2,169.9
1648,ff,106.2,252.8
1649,fb,141.4,-119.8
1650,bf,-67.4,-82
1651,ei,129.5,75.2
1652,ki,-68.7,14.3
1653,il,48.9,-7.8
1654,li,195.9,2.9
1655,li,35.4,25.8
1656,fm,137.2,154.3
1657,nl,74.6,-89
1658,gl,-37.5,133.7
1659,il,256.8,67.4
1660,li,314.4,265.1
1661,fj,34.4,42.4
1662,ni,-199.9,3.1
1663,df,-141.2,81.9
1664,hi,3.3,79.7
1665,ej,61.8,125.1
1666,jf,-207.3,295.6
1667,bf,45.2,94.6
1668,en,-18.4,15
1669,cb,39.4,68.1
1670,ab,310.9,39
1671,nc,160,99.8
1672,dj,24.1,31.7
1673,em,-19.9,132.8
1674,kc,70.3,72.6
1675,bm,257.9,53.2
1676,ng,64,33.7
1677,ch,-40.6,48.9
1678,nc,30.4,48.3
1679,im,20,52.7
1680,hg,57.9,-147.7
1681,lc,-0.1,-4.6
1682,ai,17.5,63.9
1683,kn,114.7,16.9
1684,jl,8.9,321
1685,eg,200,109.9
1686,kd,54.9,47.6
1687,aj,24.8,-180.1
1688,ge,12.9,96.6
1689,gl,-22.4,166.4
1690,km,-3.7,-26.8
1691,kh,-24.5,4.8
1692,jc,11.8,36.1
1693,fi,201.1,121.6
1694,hm,276.6,52
1695,cf,50.5,87.1
1696,lb,-50.3,68.1
1697,aa,22.4,89.8
1698,ai,255.6,18.9
1699,ci,-4.3,-135.8
1700,nk,-27.6,71.6
1701,mj,16.6,-84.1
1702,ha,34,48
1703,je,7.9,50.5
1704,gc,-124.5,93.3
1705,hg,49.2,88.7
1706,kh,56.1,11
1707,fe,20.3,-82.7
1708,nl,138,87.3
1709,nc,9.1,-175.2
1710,ak,186.8,92.1
1711,ch,34.5,-99.9
1712,am,2.1,30.6
1713,ed,-17.4,75.2
1714,ig,-29.6,223.7
1715,fl,-5.6,-166.1
1716,md,79.7,-32.4
1717,ha,-7.3,66.4
1718,mj,-8.1,-123.4
1719,dc,-11.6,25.3
1720,df,-29.4,77.8
1721,hk,-61.1,25.7
1722,dh,29.2,40.2
1723,eb,76.3,44.5
1724,hg,-52.3,-39.8
1725,fa,-76.5,53.4
1726,ng,5.1,46.3
1727,ig,126,-86.8
1728,fh,-14.2,74.4
1729,gd,185.5,2
1730,eh,-10.8,76.5
1731,cf,-4,43.4
1732,dc,200.8,209.8
1733,gc,203.3,93.3
1734,ej,0.9,68.4
1735,di,36.7,47.6
1736,an,39.9,64.7
1737,jb,-11,6.2
1738,jm,102.7,-43.8
1739,dh,-2,68.3
1740,bg,113.2,59.7
1741,ka,8.2,-2
1742,ml,-23.4,15.7
1743,ne,96.5,-88.5
1744,ji,206.3,110.8
1745,mk,83.7,101.9
1746,kc,16.2,129.3
1747,gh,26.6,66.9
1748,ac,234.7,31.3
1749,fl,3.1,61.4
1750,ma,57.4,-160.7
1751,mf,35,-20
1752,nd,1.4,89.7
1753,fk,-6.8,-40.3
1754,dl,-14.9,101.3
1755,ca,-17.2,2.2
1756,bl,-19.1,64.2
1757,il,173.5,-49.3
1758,df,-60.8,-261.2
1759,me,88.9,78.4
1760,ij,-62.6,-8.2
1761,jf,17.5,21.3
1762,ff,-43.1,214.9
1763,fl,-22.9,-19
1764,bh,0.2,39.1
1765,an,44.2,-174.8
1766,hd,203.4,-20.7
1767,fm,-96.6,-51.3
1768,ml,150.8,-39.4
1769,fn,4.5,43.8
1770,hb,-2.7,40.9
1771,cf,5.2,45.2
1772,gi,-104.3,57.5
1773,kj,-5.5,182.3
1774,kh,-0.7,-19
1775,ma,108.7,250.4
1776,hf,16.7,163.5
1777,ng,2.2,56.7
1778,mf,82.4,46.8
1779,bi,-71.9,101.7
1780,nd,-5.9,40.3
1781,af,12.9,-68.9
1782,gh,159.7,251.1
1783,ac,-23.3,-79.9
1784,ch,63.2,95.1
1785,gh,55.8,46.8
1786,je,1,64.9
1787,ai,37.8,182.5
1788,mm,21.5,-82.6
1789,he,140,49.1
1790,dk,18.8,-76.4
1791,lh,-0.8,0.9
1792,hj,19.9,18.7
1793,ag,-96.3,11.2
1794,cd,-4.8,-79.7
1795,dj,4.3,71.6
1796,dk,2.5,86.2
1797,ke,80.8,166.3
1798,mn,184.9,3.6
1799,eh,-3.4,64.2
1800,kb,79.7,97.3
1801,am,4.4,48.3
1802,gf,3.9,247.8
1803,bl,-29,21.1
1804,kl,-13.5,135
1805,jd,21.8,73.5
1806,fj,-18.8,84.7
1807,nn,177.2,108.9
1808,id,45.4,18.9
1809,hm,-276.5,10.3
1810,gf,94.5,76.2
1811,ih,29,188
1812,lc,26,85
1813,mm,80.8,89.1
1814,nb,-65.7,137
1815,fj,41.2,39
1816,ji,-38.6,-66.4
1817,af,-0.2,15.4
1818,bm,193.6,-58.6
1819,md,-53.4,93.2
1820,kb,-39.4,-6.9
1821,kk,41.8,207.4
1822,eb,128.8,208
1823,nc,127.4,98.2
1824,da,176.3,23.3
1825,ag,55.3,164.4
1826,ll,-8.4,81.4
1827,bj,242.6,72.6
1828,kj,21.5,2.8
1829,dm,-8.9,25.1
1830,ii,22.8,36.2
1831,eb,26.2,89.7
1832,kk,57.8,-47
1833,fg,-3.5,17.1
1834,ag,124.8,7.9
1835,gl,81.1,-26.4
1836,ck,11.5,4.4
1837,ch,7.4,66.3
1838,aa,-65.3,20.3
1839,gl,25.9,137
1840,gf,66.3,80.6
1841,bf,205.6,78.6
1842,lh,131.4,112.1
1843,le,-54.4,85.7
1844,cb,-1.2,74.7
1845,mg,52.7,210.1
1846,ca,-60.8,4.8
1847,dm,13.6,5.5
1848,mj,2.2,133.7
1849,kn,-67.5,2.9
1850,gg,-2.9,13.5
1851,af,53.3,107.1
1852,jk,-74,-108.9
1853,bk,59.1,284
1854,bm,177.9,-83.3
1855,cg,54.9,91.1
1856,cb,7.4,24.1
1857,jn,36,3.7
1858,jk,22.7,-26.5
1859,an,21.4,41.3
1860,nm,-12.3,75.9
1861,ef,236.1,47
1862,jj,51.2,94.4
1863,fj,-19.2,4.2
1864,kh,212.1,233
1865,ll,43.3,45.7
1866,jd,164.3,160.3
1867,gl,-114.5,64
1868,ac,33.6,35.2
1869,hm,-4.8,109.4
1870,cg,-32.8,19.3
1871,ck,87.6,152.9
1872,jj,29.2,94.4
1873,hh,-96.9,-167.2
1874,gl,126.8,-35.5
1875,hf,-16.6,-54.7
1876,nl,399.6,65.9
1877,cj,2.1,12.1
1878,lm,0,-83.5
1879,nn,59.1,54.8
1880,ab,20.3,-44.3
1881,ja,36.6,67.5
1882,bc,225.7,108.9
1883,el,7.6,13.8
1884,de,166.5,118.8
1885,ee,165.5,124.9
1886,di,31.9,-112
1887,mc,-69.2,-86
1888,gi,-33.9,99.1
1889,fa,27.6,-42.6
1890,nm,0.8,17.6
1891,bb,19.3,56.6
1892,ie,144.2,202.5
1893,di,11.3,48.1
1894,ch,-32.3,176.8
1895,bl,-42.7,306.9
1896,in,-52,170.2
1897,jj,94.2,97.6
1898,jb,-7.3,80.7
1899,jg,-47.5,48.7
1900,gf,-28.3,-69.2
1901,bd,-29.5,138.2
1902,ce,4.5,11.4
1903,ig,-4.2,97.9
1904,kg,7,-185.1
1905,jk,138.6,215.6
1906,ic,85.6,84.6
1907,ib,-42.6,5.3
1908,in,3.6,54.8
1909,jb,60.2,86.7
1910,hk,-38.4,70.8
1911,ia,167.4,111.3
1912,cl,182.7,41.2
1913,ce,137.7,261.1
1914,he,67.6,32.4
1915,jn,-57.3,-50.3
1916,ae,29.6,-130
1917,km,-63.1,68.1
1918,gh,176.7,65.8
1919,kb,42.7,-43.7
1920,ek,345.2,149.4
1921,aj,-6.4,33.3
1922,ih,309.6,188.2
1923,fd,-15.1,84.9
1924,eb,98.2,72.9
1925,cj,187,-30.8
1926,mm,151.6,47.4
1927,dj,53.7,1.7
1928,kn,96.3,84.7
1929,ck,-6.5,37.1
1930,ng,-170.7,14.7
1931,mm,-2.6,-84.1
1932,bf,48.6,76
1933,fj,22.7,-64.9
1934,ck,34.5,62.1
1935,nl,-39.2,6.9
1936,nd,40.9,139.2
1937,ef,-30,81.1
1938,nn,182.2,157.6
1939,ad,-32.2,-167.6
1940,nh,-1.8,76.7
1941,nj,-21.2,-135.6
1942,fb,-21,15.3
1943,ck,147.7,119.3
1944,cj,24.9,86.6
1945,nn,0.1,84.1
1946,fb,-39,-34.2
1947,kc,158.3,126.9
1948,ae,35.5,76.1
1949,cd,171.5,40.4
1950,cl,-15.4,-75.5
1951,ka,-10.4,69.4
1952,ia,112.4,54.6
1953,jd,-93.1,95.8
1954,ia,62.7,73.5
1955,na,45.4,374
1956,ab,98.7,56.8
1957,hg,-7.3,79.9
1958,ch,-15.7,46.7
1959,am,-16.8,1
1960,mb,4,-73.5
1961,fd,40.8,218.1
1962,cn,-24.1,7.3
1963,di,-27.2,48.6
1964,jf,-107.4,19.8
1965,bn,-33.4,33.6
1966,jb,127.9,44.1
1967,bj,-1.4,-68.7
1968,nh,120.6,98.8
1969,mj,76.4,52.2
1970,kj,4.6,2.3
1971,bb,36.6,9.2
1972,lg,25.7,-46.6
1973,en,89.3,125.1
1974,fh,-1.1,18.4
1975,ck,-0.1,28.8
1976,ng,14.2,-167.7
1977,nk,-54.9,-88.5
1978,kc,58.5,135.6
1979,ch,313.2,46
1980,ki,98,17.6
1981,nn,87.3,-92.7
1982,mg,198.1,123.6
1983,kc,51.8,144.8
1984,bh,66.7,77.9
1985,hh,26.5,65
1986,ec,-36.8,64.4
1987,cg,2.4,93.2
1988,ek,-125.3,76
1989,aj,-66.6,84.3
1990,ck,183.2,37.2
1991,cd,3.7,48.5
1992,hk,77.6,2.3
1993,ab,60.1,68.2
1994,nb,6.2,90.2
1995,ea,3.2,78
1996,kb,10.7,182.4
1997,kf,-39.6,-19.3
1998,nc,0.9,18.3
1999,fg,8.6,68.2
2000,ej,234.7,142.4
2001,kn,42.5,73.1
2002,mg,-18.1,30.3
2003,db,132.9,81.2
2004,ff,29.9,85.1
2005,kl,139.4,-21.9
2006,di,-18.5,18.9
2007,cg,69.2,117.4
2008,mm,13.4,89.4
2009,me,1.6,91.8
2010,jl,-69.9,61.6
2011,dj,26,9.7
2012,dj,107.9,83.2
2013,fh,-19.3,-195.1
2014,fl,-19.3,-30
2015,mj,219.6,121.4
2016,cd,1.5,11.6
2017,fc,139.2,-46.5
2018,fh,11.7,15.2
2019,bm,-123.5,13.4
2020,hg,-32.1,35.2
2021,dn,82.9,9.9
2022,nh,2.8,44
2023,ln,-87.3,20
2024,cm,22.9,28.5
2025,gk,-159,96.5
2026,bj,57.9,81.7
2027,ma,71,-1.3
2028,eg,8.6,61.2
2029,ng,-30.5,-18.5
2030,bf,44.9,-38.7
2031,ci,-28.2,-42
2032,bd,-21.5,67
2033,bk,-14.6,29.5
2034,ca,26.5,97.1
2035,gg,127.5,182.7
2036,la,-10.5,-135.8
2037,jd,23.3,3.2
2038,nf,197.1,159
2039,hl,21.5,-96.5
2040,nb,-121.9,83.2
2041,ia,63.4,-61.1
2042,mk,-11.5,44.1
2043,gf,279.7,153.3
2044,ji,142.8,194.8
2045,ij,16.6,77.5
2046,ed,-35,77.2
2047,fb,87.4,49.1
2048,fn,-38.3,32.7
2049,cl,36.9,3.7
2050,ab,-58.4,33.4
2051,am,34,274.1
2052,gb,41.6,167.4
2053,ka,7,98.5
2054,bj,-56.7,39.7
2055,ac,79.1,29.2
