Id, Name, Gender, Grade_math, Grade_cs
928,ni,M,43.2,35.4
929,fc,M,10.5,27.0
930,bi,M,13.7,59.5
931,de,M,0.4,34.8
932,hb,F,5.1,1.2
933,kh,F,2.4,0.4
934,fi,M,0.6,63.6
935,fe,F,45.5,5.1
936,mn,M,4.2,72.5
937,nj,F,51.1,46.8
938,nn,M,20.7,49.9
939,aa,F,3.8,2.0
940,la,F,32.9,25.7
941,fb,F,14.6,7.9
942,jf,M,18.5,21.3
943,eg,M,21.3,24.8
944,bd,F,24.4,14.3
945,jk,F,16.0,3.1
946,ck,M,57.5,20.80302
947,md,F,21.0,19.1
948,ln,F,14.9,2.6
949,bb,F,10.8,4.1
950,kb,F,0.3,0.2
951,eb,F,53.1,22.2
952,gh,M,7.2,5.4757986
953,fe,F,1.3,0.8
954,hk,M,28.144571,93.5
955,fl,M,51.4291,56.9
956,ec,M,7.4,59.7
957,da,M,12.0,22.21094
958,ck,F,33.9,4.6
959,nd,F,47.1,28.4
960,if,M,9.6,15.5
961,gg,F,11.2,2.7
962,bd,M,1.4,46.3
963,dn,F,11.9,5.9
964,je,M,80.54499,76.98796
965,lm,F,46.8,33.0
966,ig,M,23.8,58.3
967,eb,M,71.2,71.35443
968,fd,F,20.0,7.9
969,ba,M,64.7,66.2
970,ic,M,3.9,97.3
971,im,M,22.0,1.9
972,hi,M,11.107993,37.7
973,cd,F,16.8,10.5
974,bl,M,68.4,23.9
975,ka,M,51.6,29.5
976,ce,M,36.9,4.5
977,cb,F,0.3,0.2
978,bg,F,0.2,0.1
979,ja,M,47.1,51.6
980,aa,F,5.5,0.9
981,fn,F,35.3,6.5
982,fd,M,60.7,79.8
983,jl,M,86.5,37.4
984,jc,F,8.5,3.1
985,em,M,64.977486,26.6
986,nj,F,0.5,0.3
987,eb,F,6.3,3.0
988,dj,F,0.6,0.2
989,il,M,25.5,28.7
990,an,F,1.1,0.1
991,ak,M,47.4,13.3
992,kj,F,25.5,14.5
993,ma,F,14.4,11.7
994,nf,F,6.3,3.1
995,ch,F,18.3,2.1
996,gd,M,52.88251,78.7
997,fg,F,4.5,1.7
998,dh,F,1.5,0.9
999,lm,M,76.5,93.77165
1000,fb,M,55.4,42.2
1001,ae,M,71.3,41.0
1002,md,F,8.1,5.4
1003,db,M,0.3,34.7
1004,an,F,8.6,3.4
1005,eh,M,4.1,63.8
1006,ha,M,1.0,20.2
1007,je,F,9.6,0.8
1008,hl,F,11.7,5.9
1009,ad,F,16.5,14.0
1010,mj,F,35.7,34.2
1011,bm,M,5.3,58.2
1012,cl,F,55.8,4.8
1013,ad,F,9.6,4.8
1014,ml,M,48.8,8.7
1015,ec,F,5.5,1.3
1016,ik,F,2.8,0.5
1017,jc,F,13.9,8.7
1018,ae,M,71.8,39.7
1019,kn,F,0.6,0.1
1020,be,M,17.853312,79.1
1021,fd,M,29.1,8.9
1022,cd,F,5.1,1.6
1023,ag,F,15.8,10.3
1024,gg,M,50.1,87.8
1025,ek,M,7.2,6.5
1026,lj,M,16.7,17.8
1027,ff,F,7.2,1.3
1028,jb,M,2.1,6.1
1029,gi,M,5.5,8.322389
1030,nm,M,83.1,97.7838
1031,hg,F,1.0,0.3
1032,jf,F,15.7,5.1
1033,ad,M,26.2,71.5
1034,gl,F,8.6,3.6
1035,fh,F,2.7,2.3
1036,jd,F,7.3,4.9
1037,je,M,4.4,53.4
1038,kj,F,9.5,4.6
1039,ij,F,24.2,5.6
1040,ch,M,0.0,26.0
1041,bc,M,89.4,50.8
1042,jm,M,16.0,55.3
1043,gd,M,0.2,77.92769
1044,ak,M,50.4,78.8
1045,ih,F,13.0,8.2
1046,bd,F,20.9,16.6
1047,he,M,1.5205014,63.0
1048,dh,M,21.3,55.034485
1049,cj,F,1.3,0.2
1050,if,M,2.4,0.6
1051,ll,F,8.7,2.8
1052,jn,M,31.7,22.5
1053,cl,M,1.5,19.4
1054,km,F,30.2,1.0
1055,im,M,51.007263,78.3
1056,dc,F,0.4,0.4
1057,kg,F,3.7,0.5
1058,cl,M,23.514488,19.880339
1059,md,M,13.9,58.9
1060,ka,F,35.1,9.9
1061,bh,M,78.7,30.139261
1062,ch,F,7.3,4.5
1063,km,M,34.8,47.4
1064,cj,M,0.6,59.2
1065,hi,M,90.2,33.1
1066,nl,M,35.9,88.0
1067,fb,F,6.0,0.7
1068,df,F,26.3,3.4
1069,nc,M,50.100964,13.246121
1070,hg,M,82.0,70.44128
1071,ej,F,2.6,1.0
1072,hh,F,1.0,0.2
1073,hc,M,12.5,60.6
1074,nl,F,39.8,34.3
1075,ka,F,15.9,2.1
1076,jb,F,1.5,0.7
1077,hm,F,53.1,22.8
1078,cn,F,14.8,13.1
1079,in,F,6.4,5.2
1080,fc,M,56.490685,32.3
1081,hn,M,24.4,23.301836
1082,dm,F,36.4,18.4
1083,ng,M,16.2,96.0
1084,dg,F,6.0,0.8
1085,bg,F,3.5,2.2
1086,jm,M,26.1,45.0
1087,ne,F,4.1,2.2
1088,ln,F,24.4,13.4
1089,hn,M,46.1,38.9
1090,ji,M,76.4,34.0
1091,mg,M,28.8,63.7
1092,hc,F,20.5,1.7
1093,jg,F,21.8,1.8
1094,cd,M,13.0,9.0
1095,bc,F,23.4,3.9
1096,he,F,2.2,0.4
1097,fg,F,9.2,3.8
1098,mf,F,62.0,45.6
1099,hd,M,26.1,59.9
1100,hm,M,34.5,57.3
1101,hj,F,10.3,3.4
1102,cl,M,79.2,68.55272
1103,jd,M,82.08829,28.281448
1104,gl,M,0.3,61.9
1105,jb,M,4.4,41.5
1106,dc,M,5.708261,52.7
1107,bb,F,64.3,58.3
1108,ec,F,46.6,9.6
1109,gh,F,24.8,16.8
1110,jb,F,3.6,1.7
1111,ea,F,32.1,14.8
1112,ki,M,14.0,26.3
1113,bj,F,14.8,7.6
1114,lj,M,19.5,92.67578
1115,ll,F,40.4,17.0
1116,bc,F,2.7,1.2
1117,id,M,3.1,1.7
1118,en,M,41.3,29.0
1119,ni,M,4.7,79.3
1120,ei,M,92.2,98.0081
1121,nj,F,11.6,11.5
1122,jg,M,3.0,38.7
1123,gk,F,6.5,4.4
1124,cj,M,4.6,75.4
1125,fh,M,6.1,92.4
1126,bh,M,17.3,35.0
1127,dh,M,33.4,18.7
1128,hm,F,4.7,0.7
1129,dc,F,21.9,10.7
1130,fh,M,36.3,95.0
1131,dj,F,51.9,4.1
1132,kk,F,1.5,1.3
1133,jd,M,48.67908,92.3
1134,cj,F,8.0,2.4
1135,mg,F,3.0,0.3
1136,eg,F,37.8,20.5
1137,cg,F,51.9,29.7
1138,ln,F,1.2,0.2
1139,af,F,43.7,5.4
1140,cd,F,20.6,14.3
1141,am,F,17.5,9.0
1142,je,M,84.9,61.1
1143,db,M,52.311867,74.2
1144,nd,M,14.9,43.2
1145,ja,M,17.2,44.0
1146,kh,M,90.5,42.00378
1147,al,F,24.1,3.6
1148,md,M,60.5,28.8
1149,le,F,0.1,0.0
1150,dl,M,26.0,96.1
1151,mm,F,15.5,0.6
1152,be,F,10.9,2.2
1153,mf,F,1.6,0.6
1154,jn,M,15.9,93.93972
1155,cf,M,63.2,83.0
1156,hc,F,21.3,8.9
1157,mc,M,8.6,35.5
1158,db,M,8.8,3.1
1159,nh,F,18.1,16.3
1160,be,M,9.1,30.6
1161,kl,M,0.3,1.2
1162,bb,F,0.0,0.0
1163,jf,F,16.2,13.2
1164,in,M,69.9,70.6
1165,jl,F,9.3,3.6
1166,na,M,23.56802,77.7
1167,bf,M,24.1,8.3
1168,md,F,2.8,0.1
1169,bm,F,0.1,0.0
1170,ak,M,14.2,73.6
1171,ja,M,80.5,96.6
1172,ci,M,60.1,90.7
1173,ka,F,0.0,0.0
1174,kd,F,11.0,9.5
1175,hj,M,5.0,52.3
1176,lc,F,46.4,32.6
1177,gf,F,25.8,6.3
1178,in,M,92.5,34.326794
1179,bk,F,29.5,19.0
1180,bb,M,72.1,43.8
1181,ha,M,21.608173,45.19277
1182,ig,M,15.5,53.0
1183,jm,M,12.2,29.9
1184,dn,F,31.2,17.4
1185,gn,F,65.3,30.3
1186,jl,F,43.8,17.5
1187,cl,F,0.9,0.7
1188,lk,F,0.3,0.1
1189,ff,M,93.26046,45.059383
1190,ef,F,67.8,16.6
1191,mn,M,26.2,28.5
1192,ak,M,58.5,16.6
1193,ka,F,43.68844,77.8
1194,ic,F,22.8,13.2
1195,dl,M,4.5,8.7
1196,lf,F,17.6,14.9
1197,di,M,0.8,1.5
1198,ni,F,9.9,2.7
1199,fn,F,13.3,8.0
1200,cb,F,1.8,1.6
1201,ic,M,69.3,82.29518
1202,ah,M,3.8,43.5
1203,kf,F,63.4,58.7
1204,km,M,92.8,72.6
1205,gh,M,9.4,6.078116
1206,gh,F,23.5,13.6
1207,il,F,6.4,2.6
1208,lg,F,6.0,2.0
1209,je,F,14.6,0.9
1210,fl,F,29.0,14.4
1211,jn,M,18.7,35.3
1212,lb,M,14.7,51.9
1213,fi,F,23.8,5.1
1214,hk,F,70.3,19.7
1215,lb,M,24.3,99.26907
1216,ji,F,7.4,5.2
1217,lf,F,9.3,0.6
1218,hj,F,15.8,5.0
1219,ic,F,0.8,0.2
1220,bb,M,13.5,99.4
1221,gi,M,25.5,49.81971
1222,fn,M,46.1,41.8
1223,ec,F,0.4,0.0
1224,em,M,22.8,63.6
1225,hg,M,16.8,19.745443
1226,la,M,18.5,91.7
1227,bm,M,19.4,25.0
1228,ij,M,45.4,49.5
1229,fl,F,7.4,6.6
1230,hh,F,17.5,13.5
1231,da,F,5.3,2.6
1232,gi,F,1.6,0.8
1233,ml,M,14.9,41.9
1234,je,F,5.8,0.7
1235,ja,F,33.6,13.2
1236,cb,F,10.8,10.1
1237,eb,M,59.7,24.8
1238,gh,F,16.3,9.6
1239,fm,F,5.4,0.8
1240,hg,M,37.3,2.8
1241,ih,M,85.40895,88.5
1242,ik,F,15.4,7.4
1243,nl,M,74.0,76.2
1244,bb,M,2.0,44.6
1245,me,M,89.6,65.309715
1246,bd,F,43.6,22.0
1247,hb,M,97.2,0.9558471
1248,ml,F,40.3,21.8
1249,na,M,10.5,14.2
1250,ek,M,60.8,54.0
1251,nm,F,34.4,28.1
1252,ik,F,1.1,0.1
1253,kk,F,3.6,2.9
1254,hb,M,18.1,9.933463
1255,eh,F,9.2,5.7
1256,ie,M,0.3,27.8
1257,ec,M,23.8,28.507898
1258,eh,F,23.2,14.7
1259,nh,M,3.1,53.5
1260,lg,M,80.6,94.3
1261,gb,M,85.5,53.8
1262,ll,F,2.3,0.9
1263,nd,F,0.9,0.2
1264,jd,F,3.3,1.4
1265,jh,M,76.9,71.3
1266,cg,M,2.6205869,47.7
1267,ek,M,10.7,38.3
1268,cg,M,34.7,12.6
1269,dd,M,65.8,2.8
1270,nd,F,21.7,19.4
1271,hc,M,61.9,94.7
1272,dl,F,25.7,25.3
1273,cl,M,4.7,82.6
1274,mi,F,43.3,25.0
1275,fc,M,2.1,49.85379
1276,ib,M,50.3,29.6
1277,dk,M,5.4,20.1
1278,fn,M,7.2,11.9
1279,fe,F,19.3,0.0
1280,hf,M,4.6,48.0
1281,je,M,76.5,59.05382
1282,hn,F,31.0,23.4
1283,mc,F,22.4,21.8
1284,bd,F,6.3,5.4
1285,dc,M,53.5,21.01978
1286,id,F,6.8,4.9
1287,bi,F,24.5,4.9
1288,gh,F,7.9,5.9
1289,em,F,21.4,7.0
1290,fe,F,33.4,21.3
1291,ml,M,2.8,67.8
1292,mn,M,19.4,81.1
1293,ka,M,29.5,21.8
1294,mh,F,29.5,21.4
1295,mi,F,6.8,3.9
1296,if,M,88.5,88.1
1297,nm,F,30.8,14.0
1298,ge,F,17.7,5.4
1299,mi,F,1.3,0.4
1300,ie,F,54.4,5.7
1301,ng,F,24.0,15.6
1302,gn,M,50.0,50.9
1303,bc,M,7.5,56.1
1304,kf,M,53.4,89.8
1305,bb,M,57.7,32.9
1306,ae,F,93.3,5.3
1307,hh,M,1.7,46.3
1308,jn,F,27.6,21.9
1309,ea,F,20.6,18.4
1310,cm,F,2.5,1.0
1311,ge,M,56.197193,14.8
1312,dd,F,1.0,0.1
1313,ij,F,39.5,37.8
1314,cb,F,23.4,0.3
1315,ic,M,14.8,22.2
1316,la,M,41.2,57.1
1317,ck,M,49.68171,68.2
1318,gg,F,97.4,29.5
1319,li,M,51.5,36.8
1320,hl,F,41.7,4.7
1321,ml,M,13.7,86.4
1322,gi,M,7.9,16.3
1323,ed,M,9.4,55.6
1324,km,F,31.6,18.0
1325,gm,F,19.9,14.1
1326,ml,F,8.0,0.3
1327,di,F,3.4,2.6
1328,hk,M,5.0,57.6
1329,ik,F,8.5,2.1
1330,ki,M,47.0,97.0
1331,ff,F,1.9,1.6
1332,he,M,5.5,23.9
1333,ic,F,8.2,1.2
1334,df,M,79.08805,50.3
1335,gm,F,64.6,46.8
1336,lh,M,0.2,78.9
1337,di,F,16.8,4.2
1338,cj,M,9.9,28.2
1339,kf,M,34.1,30.2
1340,fb,M,45.0,78.8
1341,gf,M,28.5,54.1
1342,hc,M,71.1,67.3
1343,ec,F,34.4,29.1
1344,be,M,22.0,27.6
1345,hc,M,4.9,38.178402
1346,cb,M,88.2,76.6
1347,ag,F,70.83295,48.2
1348,ml,M,84.5,83.4
1349,gg,F,15.0,4.2
1350,bb,M,8.5,13.7
1351,ed,F,70.7,8.3
1352,kk,M,65.54564,32.8
1353,af,F,17.1,11.5
1354,ae,M,90.1,21.2
1355,gd,M,8.650597,42.85969
1356,ba,M,2.8,50.0
1357,eh,F,19.5,5.1
1358,mh,M,0.9,4.9
1359,lg,F,22.6,2.9
1360,ea,F,3.2,2.1
1361,nd,M,55.120544,98.1
1362,im,F,29.0,20.2
1363,hc,M,2.9,46.2
1364,bf,M,36.3,26.8
1365,le,F,4.2,0.1
1366,gn,M,5.1,84.3
1367,la,F,3.7,1.3
1368,jh,F,55.6,29.6
1369,lm,M,4.7,36.2
1370,ba,M,52.4,19.1
1371,ak,M,0.4,58.6
1372,jb,M,15.4,67.3
1373,fc,M,54.219597,31.8
1374,bm,F,43.4,34.2
1375,fg,M,1.9,73.8
1376,hd,F,40.9,24.2
1377,bf,M,4.8,93.823296
1378,di,M,16.4,60.148655
1379,kl,F,7.8,2.2
1380,ab,M,6.1,77.9
1381,kg,M,1.7,28.4
1382,ja,F,16.0,0.7
1383,mf,F,5.0,4.1
1384,kl,F,5.8,4.4
1385,gh,M,22.3,72.8
1386,ea,M,6.5,17.900318
1387,na,M,44.60595,31.7
1388,dd,F,0.0,0.0
1389,bj,F,2.2,1.2
1390,aa,M,47.37555,16.219591
1391,gn,F,2.1,1.2
1392,eg,F,7.8,5.9
1393,gc,F,23.5,19.0
1394,af,F,0.6,0.1
1395,li,F,18.1,4.4
1396,lg,M,27.5,71.67525
1397,jn,M,29.4,23.74504
1398,jj,M,35.715965,9.388616
1399,gi,F,16.3,8.1
1400,ma,F,9.9,8.6
1401,ec,F,9.6,0.5
1402,mn,F,37.2,25.8
1403,ga,F,23.9,12.3
1404,ld,M,21.6,96.01568
1405,li,F,12.1,5.5
1406,gc,F,1.1,0.2
1407,ij,M,66.9,0.5
1408,bj,M,55.7,27.7
1409,ik,F,0.4,0.2
1410,gl,F,18.3,6.0
1411,ic,M,24.0,0.9
1412,fg,M,7.994784,91.3
1413,km,M,8.2,22.9
1414,db,F,84.3,61.8
1415,gb,M,18.8,6.7
1416,gi,F,32.9,5.2
1417,fm,F,5.5,4.7
1418,dn,F,8.7,2.1
1419,ae,F,12.1,0.4
1420,ij,M,84.9334,58.9
1421,ga,M,24.5,39.9
1422,hb,M,41.8,41.5
1423,ad,F,10.6,7.1
1424,fi,F,21.7,4.0
1425,jj,M,1.3,13.886168
1426,ge,M,15.1,14.2
1427,fl,M,11.317066,22.5
1428,ai,F,11.2,9.3
1429,ke,F,16.6,11.9
1430,db,F,7.1,0.7
1431,df,M,2.3,10.8
1432,md,M,16.3,68.1
1433,fb,F,37.1,23.4
1434,kh,M,40.1,88.2
1435,da,M,17.916674,41.5
1436,fc,M,52.3,8.618527
1437,dj,M,22.664742,54.2
1438,ik,F,63.7,8.1
1439,de,M,58.2,87.2
1440,jb,M,32.6,38.1
1441,km,M,70.9,89.6
1442,nb,F,29.0,25.0
1443,kn,F,3.1,2.5
1444,jg,M,65.1,30.8
1445,jd,M,32.401794,60.4
1446,mk,F,2.2,0.7
1447,me,F,1.8,1.8
1448,jc,F,3.3,0.4
1449,dd,M,13.8,51.0
1450,me,F,69.4,42.1
1451,bn,M,64.7,8.4
1452,hl,M,67.4,74.63913
1453,lf,M,94.4,62.754578
1454,ik,M,18.7,30.7
1455,lb,M,3.7,66.5
1456,li,M,25.0,3.4
1457,jk,F,51.6,17.7
1458,je,F,5.2,3.1
1459,mc,M,43.9,14.957393
1460,ng,M,33.060143,20.2
1461,lk,M,36.9,32.7
1462,fi,M,0.8,8.3
1463,gm,M,9.0,64.5
1464,ii,M,73.6,12.5
1465,fc,F,8.6,0.3
1466,ck,M,84.1,40.5
1467,hn,F,14.0,13.0
1468,dh,F,34.7,27.4
1469,al,F,23.6,10.3
1470,ji,F,9.5,5.3
1471,ml,M,42.14583,74.1
1472,ia,M,89.1,86.4
1473,mc,M,12.5,36.8
1474,jg,M,88.8,16.647074
1475,cg,M,46.1,64.3
1476,ch,M,33.22775,9.7
1477,dj,M,31.318546,33.2
1478,ek,F,18.5,7.2
1479,mh,F,29.8,10.1
1480,ln,M,6.711945,78.4
1481,ef,F,34.8,6.3
1482,bl,M,17.9,1.9712017
1483,nb,M,59.1,92.0
1484,eh,M,9.3,24.7
1485,ae,F,12.8,10.0
1486,dd,M,35.7,65.1
1487,fb,M,45.1,45.3
1488,gi,M,36.5,44.093475
1489,ca,F,0.1,0.0
1490,cd,M,39.6,83.9
1491,dg,F,5.8,0.9
1492,df,F,2.9,0.5
1493,dj,M,23.161362,20.941998
1494,cd,M,53.23865,85.98974
1495,hd,F,9.7,2.5
1496,fh,F,1.0,0.8
1497,jh,M,41.8,42.1
1498,ad,F,72.574936,18.708158
1499,ad,M,18.7,45.2
1500,fi,M,76.0,10.4
1501,fn,F,16.9,8.6
1502,fj,F,55.1,28.9
1503,fi,M,59.1,4.9
1504,ih,F,11.7,6.1
1505,al,F,27.4,11.4
1506,gg,M,93.8,68.22989
1507,fe,M,4.0,38.5
1508,dc,M,65.01352,19.802149
1509,bh,M,1.5,6.2
1510,bj,F,6.6,0.1
1511,na,M,69.6,36.9
1512,kf,F,22.4,19.6
1513,nc,F,41.4,22.6
1514,nk,M,3.6,63.5
1515,bh,M,67.6,68.7
1516,km,M,26.2,92.8
1517,ji,M,13.8,32.3
1518,al,M,0.5,19.4
1519,ea,M,85.4,27.0
1520,mg,M,93.5,61.0
1521,ek,M,57.9,37.1
1522,ak,F,2.2,1.8
1523,lk,F,86.9,36.3
1524,ah,M,35.4,23.9
1525,ie,M,4.6,96.1
1526,kb,F,26.4,8.7
1527,df,M,1.5,71.8
1528,nm,M,14.0,30.3
1529,lg,M,72.0,13.7
1530,bf,F,0.6,0.1
1531,fk,F,8.5,2.5
1532,ib,F,19.8,9.7
1533,ga,M,28.4,2.9
1534,ha,M,57.8,85.38092
1535,dn,F,45.9,7.5
1536,eh,F,2.3,0.6
1537,dc,M,1.1,24.2
1538,ie,F,11.3,5.3
1539,fh,F,40.7,37.1
1540,lh,F,48.1,5.9
1541,ld,M,8.3,21.9
1542,eh,F,6.1,3.7
1543,eg,F,46.2,23.4
1544,ll,M,95.7,95.31369
1545,gh,M,0.6,84.4
1546,gb,M,38.7,77.160065
1547,ea,M,7.2,45.5
1548,dg,F,25.2,14.0
1549,cm,F,45.4,13.4
1550,nj,M,6.9121304,68.8
1551,ei,F,15.6,8.4
1552,nk,F,9.7,1.9
1553,kj,M,50.282154,11.6
1554,ja,F,9.2,0.8
1555,em,M,10.7,99.9
1556,dd,M,36.2,82.4
1557,hn,M,7.8,62.147648
1558,dn,F,21.6,2.5
1559,dn,M,3.8,72.5
1560,ag,M,68.0,29.8
1561,gl,M,54.6832,24.5
1562,ml,F,31.4,14.8
1563,gm,M,6.3,14.8
1564,ah,M,34.8,68.8
1565,bd,F,0.1,0.0
1566,nb,F,11.9,8.0
1567,gf,M,0.2,41.1
1568,bg,M,92.1,97.2
1569,fa,F,52.2,30.0
1570,bm,M,14.2,9.240978
1571,de,M,25.4,60.8
1572,hk,M,70.6,48.2
1573,ek,F,0.3,0.0
1574,fb,M,3.1,79.8
1575,am,M,30.8,7.3
1576,ed,M,95.8,73.9
1577,bc,F,12.5,2.7
1578,fg,M,48.2,29.2
1579,hc,M,3.2,98.3
1580,kf,M,76.5,59.9
1581,bc,M,56.4,78.9
1582,ac,F,17.5,12.8
1583,ni,F,14.3,13.7
1584,eb,M,20.3,31.2
1585,nj,F,3.7,1.2
1586,he,M,59.9,59.5
1587,ja,F,13.7,9.9
1588,fk,F,12.5,7.6
1589,ml,F,15.8,0.5
1590,kn,M,2.4,6.5
1591,ag,M,0.0,11.2
1592,jm,M,20.3,75.161156
1593,mj,F,12.4,7.9
1594,ag,F,19.8,10.8
1595,kn,M,48.812798,89.9
1596,ij,F,11.6,4.3
1597,hh,F,25.8,13.1
1598,bk,F,98.3,67.2
1599,kh,M,10.4,83.9
1600,bc,M,21.4,75.1
1601,bg,M,46.9,86.5
1602,hl,M,15.078901,53.45017
1603,ai,F,32.5,12.9
1604,kh,M,13.8,54.2
1605,hd,F,69.9,48.4
1606,eh,M,0.0,47.4
1607,dd,F,15.8,8.6
1608,aa,F,30.1,6.3
1609,gg,F,1.3,0.9
1610,bk,F,16.4,4.6
1611,al,M,62.4,68.3
1612,nb,F,14.3,1.3
1613,bi,M,71.4,68.4
1614,hh,F,8.7,6.2
1615,ad,F,5.8,2.2
1616,db,M,85.6,82.4
1617,ga,M,6.0,60.9
1618,hb,F,49.1,34.0
1619,ll,F,7.0,3.6
1620,if,M,0.9,25.2
1621,ih,M,69.6,39.2
1622,la,F,4.9,0.5
1623,bi,F,14.3,0.7
1624,nl,M,36.2,92.0
1625,kk,M,70.58439,29.2
1626,bn,F,15.8,14.0
1627,nh,M,9.4,32.4
1628,kc,M,9.0,10.9
1629,fi,M,19.9,29.4
1630,bm,M,38.2,38.8
1631,fn,F,15.8,7.4
1632,ln,F,8.3,0.6
1633,li,F,0.3,0.2
1634,dk,M,45.36375,43.5
1635,ge,M,5.7,15.1
1636,hn,F,4.0,3.4
1637,da,M,15.6,43.2
1638,kb,F,52.6,26.9
1639,fa,F,16.1,14.8
1640,aj,M,22.6,28.6
1641,ji,M,33.3,28.6
1642,kf,M,13.7,13.5
1643,lk,M,1.5,38.3
1644,hl,M,26.0,22.2
1645,ja,M,63.7,89.4
1646,mj,F,17.1,14.3
1647,jc,F,29.7,17.2
1648,am,F,3.7,0.0
1649,il,M,65.4,12.6
1650,de,M,12.1,7.2
1651,ig,F,78.86489,69.9
1652,le,M,28.7,60.4
1653,ek,F,1.5,1.5
1654,me,F,17.2,0.7
1655,ae,M,7.0,77.2
1656,dn,M,52.9,2.0369956
1657,al,M,31.246576,23.4
1658,am,M,1.4,7.7
1659,kc,F,3.1,1.4
1660,bg,M,16.1,52.64919
1661,kk,M,43.394047,24.31506
1662,jf,M,5.3,16.5
1663,gn,M,22.2,62.4
1664,mk,M,92.7,98.9
1665,ee,F,10.4,3.7
1666,ff,F,33.9,8.9
1667,di,M,26.5,32.71568
1668,fl,F,16.6,11.3
1669,kj,F,4.6,3.7
1670,hd,F,38.7,4.4
1671,kh,F,12.5,5.8
1672,jg,F,23.4,11.6
1673,cn,M,7.3,28.70663
1674,ec,F,0.2,0.1
1675,jh,F,0.3,0.2
1676,mg,M,45.2,1.9
1677,em,F,23.4,1.0
1678,an,F,1.3,0.4
1679,hc,F,1.5,1.3
1680,bi,M,3.5,57.8
1681,cn,M,28.9,89.1
1682,na,M,49.9,48.0
1683,ln,F,1.5,0.5
1684,kl,M,14.9,18.9
1685,km,F,1.3,0.1
1686,bj,F,10.9,3.9
1687,df,M,2.3,8.1
1688,gg,F,2.2,1.9
1689,mn,M,73.4,65.0
1690,fb,F,0.1,0.1
1691,ei,M,2.2,94.9
1692,ji,M,24.956356,91.6
1693,mi,M,80.57531,8.043466
1694,ki,F,11.5,3.2
1695,ec,M,6.8,66.9
1696,fm,F,49.6,41.6
1697,ag,M,60.6,1.7
1698,ka,F,86.9,57.8
1699,mc,F,12.2,2.8
1700,mc,M,19.7,42.347057
1701,hj,M,6.837984,49.36669
1702,mg,M,1.7,14.6
1703,ef,M,64.001434,53.13643
1704,gi,F,19.6,0.9
1705,jg,M,3.5,18.2
1706,ak,M,45.1,57.4
1707,ek,M,26.5,56.5
1708,mh,F,21.7,9.5
1709,af,M,49.8,30.1
1710,hi,M,37.0,27.1
1711,nc,M,85.8,7.7
1712,mc,M,2.4,4.0
1713,gb,M,87.1,68.8
1714,ih,M,2.4,17.0
1715,jn,F,56.9,28.4
1716,ln,M,33.8,35.7
1717,gj,F,17.4,16.3
1718,al,F,4.5,1.3
1719,an,F,11.8,10.4
1720,bl,M,60.4,22.4
1721,lk,M,94.6,64.7
1722,cm,M,21.3,22.5
1723,ff,F,40.8,23.0
1724,mb,M,32.1,24.4
1725,fh,M,23.3,35.1
1726,ig,F,12.0,7.0
1727,id,M,3.9,83.24294
1728,bm,M,41.0,46.3
1729,mj,F,12.8,5.5
1730,cf,F,33.7,29.6
1731,na,M,3.4,56.447033
1732,nl,F,48.1,11.5
1733,ff,M,0.606239,78.09287
1734,ab,F,7.6,5.2
1735,kb,M,10.6,24.7
1736,bn,M,53.1,97.6
1737,ch,M,36.1,83.8
1738,ek,F,3.7,0.1
1739,dl,F,59.0,14.5
1740,mb,F,62.7,8.6
1741,cb,F,36.4,9.1
1742,fm,M,47.8,92.6
1743,nl,F,0.0,0.0
1744,hc,F,5.8,0.2
1745,bc,F,45.5,22.6
1746,nh,F,21.9,6.7
1747,ki,F,5.4,1.9
1748,an,M,73.8,25.435057
1749,ck,M,8.1,49.2
1750,de,M,45.5,32.0
1751,be,F,27.6,0.6
1752,mk,M,40.7,36.7
1753,nc,M,32.924904,90.396866
1754,mh,M,56.7,85.2
1755,ek,F,27.8,2.1
1756,jd,M,1.5,24.7
1757,gf,M,39.3,75.1
1758,gm,F,5.5,3.6
1759,hf,F,27.2,3.8
1760,ka,M,9.2,18.3
1761,dn,F,1.2,0.6
1762,ka,F,6.8,6.8
1763,mg,F,21.4,5.8
1764,mc,M,75.380585,68.8
1765,je,F,17.1,9.3
1766,dk,M,42.38677,46.3
1767,lb,M,26.9,35.8
1768,cj,F,25.4,4.6
1769,ni,F,53.9,19.3
1770,km,F,53.4,12.4
1771,hb,F,5.8,4.6
1772,id,M,39.3,47.6
1773,ib,M,38.1,83.7
1774,ml,M,50.2,20.48845
1775,de,F,7.4,1.7
1776,hf,M,7.0,34.5
1777,lk,F,11.2,9.1
1778,jc,M,54.2,74.68926
1779,im,M,6.3,4.0760674
1780,kh,F,72.7,64.0
1781,md,F,36.5,12.2
1782,ff,F,15.9,8.0
1783,kj,M,40.5,44.1
1784,kh,M,23.1,9.3
1785,aa,F,6.5,2.3
1786,jg,M,25.2,70.0
1787,fb,M,12.2,88.57728
1788,nn,M,1.1,72.6
1789,ij,M,19.1,69.1
1790,hl,M,9.2,59.1
1791,ca,F,16.2,2.8
1792,dj,M,49.5,84.5
1793,nc,F,20.3,0.4
1794,bj,M,39.8,49.813297
1795,af,M,6.7915096,20.8
1796,ag,F,19.5,17.8
1797,cn,M,5.7,65.2
1798,fj,F,38.9,29.4
1799,me,M,6.2,25.6
1800,jc,F,5.8,2.9
1801,ne,F,0.1,0.0
1802,ek,M,44.7,18.803493
1803,hl,F,15.5,1.9
